KCl,0,0.5,1,2,4,NaCl
0,0,0.097331,0.21204,0.43294,1.0466
0.5,0.089463,0.20409,0.33282,0.58967,1.3367
1,0.24419,0.35827,0.53091,0.83059,1.563
2,0.58792,0.7275,0.89452,1.1515,1.9453
4,1.4501,1.6709,1.7779,2.1053,2.834
