KCl,0,0.5,1,2,4,NaCl
0,0.00061535,0.017879,0.0269,0.058305,0.085814
0.5,0.017159,0.021439,0.035725,0.079473,0.10739
1,0.032108,0.054065,0.052698,0.076736,0.082928
2,0.078128,0.075985,0.11031,0.09262,0.086996
4,0.073233,0.12291,0.096418,0.13283,0.14035
