KCl,0,0.5,1,2,4,NaCl
0,0,1.1987,2.1104,3.5786,5.8473
0.5,1.3834,2.1783,2.9043,4.4048,6.6093
1,2.4544,3.0386,3.8608,4.937,7.2588
2,4.0254,4.5911,5.3174,6.34,8.2591
4,6.6948,7.3181,7.9132,8.8751,9.0864
