KCl,0,0.5,1,2,4,NaCl
0,0.0042978,0.0041502,0.0068114,0.0091572,0.01387
0.5,0.0061568,0.013647,0.018218,0.0070371,0.010528
1,0.011966,0.015806,0.022045,0.016612,0.1236
2,0.010077,0.026133,0.013109,0.030895,0.018088
4,0.046234,0.031678,0.011052,0.021302,0.054381
