KCl,0,0.5,1,2,4,NaCl
0,0.0025931,0.0052475,0.0067404,0.030378,0.039865
0.5,0.0017582,0.0052129,0.019829,0.024271,0.020261
1,0.013782,0.15784,0.027562,0.068473,0.033627
2,0.055954,0.035956,0.016931,0.012531,0.028895
4,0.062884,0.036226,0.01809,0.032435,0.075997
