KCl,0,0.5,1,2,4,NaCl
0,0.00053389,0.0072686,0.017034,0.038148,0.035077
0.5,0.0046398,0.014895,0.016032,0.036047,0.054795
1,0.022014,0.021094,0.024522,0.05905,0.084033
2,0.028567,0.078834,0.054206,0.070447,0.038345
4,0.065341,0.11147,0.063809,0.043945,0.055031
